,c_Pnome_jogador,c_Unome_jogador,n_camisa,d_data_nascimento,c_posicao,c_nome_time
3565,Claudinho,,21.0,2000-11-18,,Ponte Preta
3566,Joao,Paulo,40.0,1995-06-29,,Bahia
3567,Federico,Mancuello,11.0,2000-04-10,,Flamengo
3568,Lourency,Rodrigues,32.0,1995-06-28,,Chapecoense
3569,Felipe,Gedoz,10.0,1993-07-12,,Athletico-Pr
3570,Fernando,Guerrero,23.0,1993-12-04,,Chapecoense
3571,Bruno,Brigido,12.0,1991-05-08,,Coritiba
3572,Rafaelson,Fernandes,20.0,1993-08-02,,Vitoria
3573,Matheus,Anjos,55.0,1998-12-21,,Athletico-Pr
3574,Dario,Conca,19.0,1990-09-18,,Flamengo
3575,Renan,Gorne,18.0,1991-11-09,,Botafogo-Rj
3576,Gustavo,Schiavolin,33.0,1991-07-03,,Avai
3577,Gustavo,Ferrareis,12.0,1998-07-22,,Bahia
3578,Antonio,Barros,19.0,1998-04-20,,Sao Paulo
3579,Marquinho,,7.0,1989-06-15,,Fluminense
3580,Makton,,15.0,1994-10-02,,America-Mg
3581,Vinicius,Silva,8.0,1992-02-08,,Coritiba
3582,Fabian,Noguera,32.0,1995-09-19,,Santos
3583,Bruno,Savio,11.0,1999-10-07,,America-Mg
3584,Marion,Fernandes,22.0,1994-03-02,,Santa Cruz
3585,Cesar,Gonzalez,19.0,1993-03-10,,Coritiba
3586,Cesar,Benitez,15.0,1991-10-17,,Coritiba
3587,Olavio,Junior,26.0,1999-06-06,,Athletico-Pr
3588,Elano,,11.0,2006-04-02,,Santos
3589,Fernando,Leal,12.0,1996-09-25,,America-Mg
3590,Willians,Fernandes,5.0,1993-01-01,,Corinthians
3591,Michael,Morais,20.0,1996-04-02,,America-Mg
3592,Wellington,Pinto,13.0,2000-03-16,,Santa Cruz
3593,Alipio,,20.0,1990-11-20,,Vitoria
3594,Evandro,Silva,17.0,1990-08-15,,Coritiba
3595,Dierson,,22.0,1994-05-06,,Botafogo-Rj
3596,Elvis,Araujo,22.0,1993-05-28,,Figueirense
3597,Danilinho,,21.0,1987-03-11,,Fluminense
3598,Eisner,Loboa,20.0,1999-10-11,,America-Mg
3599,Victor,Rangel,18.0,1995-09-20,,America-Mg
3600,Luis,Taffner,9.0,1998-10-08,,Botafogo-Rj
3601,Nickson,Silva,28.0,1999-12-31,,Vitoria
3602,Mario,Sergio,15.0,1994-04-26,,Santa Cruz
3603,Leandro,Lima,14.0,1995-07-25,,Santa Cruz
3604,Ytalo,Santos,37.0,1998-02-20,,Sao Paulo
3605,Mateus,Caramelo,16.0,1994-07-15,,Sao Paulo
3606,Rafael,Bastos,85.0,1994-11-13,,Chapecoense
3607,Guilherme,Goncalves,77.0,1995-07-30,,Figueirense
3608,Borges,,18.0,1992-02-22,,America-Mg
3609,Gervasio,Nunez,20.0,1999-08-01,,Botafogo-Rj
3610,Fernando,Ribeiro,17.0,1999-06-10,,Santa Cruz
3611,Joao,Figueiredo,36.0,1999-02-20,,Atletico-Mg
3612,Marciel,Silva,15.0,1997-07-02,,Cruzeiro
3613,Jair,Junior,24.0,1992-01-06,,Internacional
3614,Matheus,Nolasco,19.0,1995-04-21,,Santos
3615,Douglas,Coutinho,14.0,1994-02-08,,Cruzeiro
3616,Pablo,Lima,16.0,1990-11-23,,Atletico-Mg
3617,Capixaba,,28.0,1997-01-09,,Atletico-Mg
3618,Lucas,Gomes,32.0,1996-01-18,,Fluminense
3619,Henrique,Almeida,91.0,1991-05-27,,Gremio
3620,Ronaldo,Mendes,23.0,2002-06-26,,Santos
3621,Ayrton,Ganino,32.0,2000-01-05,,Flamengo
3622,Neto,Berola,40.0,1987-11-18,,Santos
3623,Ricardo,Silva,13.0,1992-08-03,,Athletico-Pr
3624,Thiago,Lopes,37.0,1996-10-27,,Coritiba
3625,Higor,,38.0,1999-07-11,,Fluminense
3626,Eder,Luis,17.0,1994-03-22,,Vasco
3627,Jonatan,Cristaldo,9.0,1995-08-31,,Palmeiras
3628,Alisson,Farias,27.0,1996-04-07,,Internacional
3629,Murilo,Rocha,19.0,1992-08-11,,Goias
3630,Romario,Junior,17.0,1994-09-20,,Vasco
3631,Braian,Rodriguez,9.0,1995-08-10,,Gremio
3632,Rodolfo,Melo,22.0,2000-02-20,,Athletico-Pr
3633,Samuel,,19.0,2002-02-25,,Sport
3634,Luiz,Santos,1.0,1994-12-20,,Figueirense
3635,Danilo,Andrade,20.0,1991-07-24,,Corinthians
3636,Arnaldo,Almeida,13.0,1990-09-05,,Joinville
3637,Paulinho,Moccelin,94.0,1994-03-16,,Coritiba
3638,Auro,,27.0,1996-01-23,,Sao Paulo
3639,Dodo,,23.0,1992-02-06,,Atletico-Mg
3640,Luiz,Araujo,77.0,2000-05-20,,Avai
3641,Sherman,Cardenas,19.0,1999-11-22,,Atletico-Mg
3642,Maximiliano,Maeso,28.0,1993-08-24,,Gremio
3643,Flavinho,Valencio,83.0,1996-05-03,,Chapecoense
3644,Joao,Costa,6.0,2005-03-01,,Palmeiras
3645,Lucas,Taylor,42.0,2000-01-09,,Palmeiras
3646,Carlos,Souza,19.0,1997-06-05,,Goias
3647,Silvinho,,19.0,1990-07-01,,Joinville
3648,Joao,Afonso,15.0,1997-03-01,,Chapecoense
3649,Caique,Santos,23.0,1994-01-16,,Athletico-Pr
3650,Giovanni,Piccolomo,17.0,1999-08-11,,Athletico-Pr
3651,Joel,Tagueu,7.0,1994-04-25,,Cruzeiro
3652,Eduardo,Silva,23.0,1999-03-29,,Flamengo
3653,Tiago,Martins,19.0,1994-04-28,,Joinville
3654,Jarlan,Silva,17.0,1998-10-31,,Goias
3655,Wiliam,Kozlowski,20.0,1993-07-04,,Goias
3656,Glekson,Marrone,15.0,1998-03-23,,Avai
3657,Yago,Silva,19.0,2000-04-28,,Vasco
3658,Lucas,Mugni,11.0,1992-01-12,,Flamengo
3659,Samuel,,88.0,2002-02-25,Atacante,Goias
3660,Jackson,Souza,79.0,2000-01-07,Zagueiro,Goias
3661,Rafael,Santos,10.0,1989-03-14,Meio-Campo,Criciuma
3662,Welinton,Junior,65.0,1992-01-09,Atacante,Goias
3663,Renato,Junior,23.0,2002-06-05,Meio-Campo,Palmeiras
3664,Damian,Escudero,87.0,1996-02-25,Meio-Campo,Vitoria
3665,Richarlyson,,80.0,1990-12-15,Zagueiro,Vitoria
3666,William,Henrique,31.0,1992-12-21,,Vitoria
3667,Telmario,Sacramento,26.0,1992-01-06,Atacante,Vitoria
3668,Bruno,Cesar,30.0,1995-04-01,,Palmeiras
3669,Felipe,Saturnino,34.0,1995-06-30,Zagueiro,Goias
3670,Marcelino,Arruda,19.0,1995-10-14,,Figueirense
3671,Junior,Cesar,95.0,1992-05-21,Zagueiro,Botafogo-Rj
3672,Lucca,Brito,40.0,1991-07-01,Atacante,Criciuma
3673,Vinicius,Silva,64.0,1992-02-08,Atacante,Vitoria
3674,Tiago,Real,41.0,1990-11-11,Zagueiro,Goias
3675,Cleber,Santana,98.0,1994-06-24,Meio-Campo,Criciuma
3676,Iago,Maidana,48.0,1999-10-13,Zagueiro,Criciuma
3677,Tiago,Volpi,60.0,1996-08-12,Goleiro,Figueirense
3678,Neto,Coruja,55.0,1994-11-24,Meio-Campo,Vitoria
3679,Souza,,24.0,1988-03-08,Atacante,Vitoria
3680,Bruno,Cortes,64.0,1992-05-20,Zagueiro,Criciuma
3681,Bruno,Lopes,75.0,1995-05-19,Atacante,Criciuma
3682,Luis,Caceres,72.0,1997-09-03,Meio-Campo,Vitoria
3683,Fabio,Ferreira,14.0,1991-01-13,Zagueiro,Criciuma
3684,Giovanni,,52.0,1987-02-05,Zagueiro,Criciuma
3685,Maurinho,,39.0,1992-07-08,,Criciuma
3686,Andreazzi,,55.0,1999-05-24,Meio-Campo,Botafogo-Rj
3687,Geirton,Aires,34.0,1997-04-03,,Botafogo-Rj
3688,Luis,Martinez,38.0,1995-12-05,Meio-Campo,Criciuma
3689,Roniery,,64.0,1999-04-26,Zagueiro,Bahia
3690,Roger,Carvalho,37.0,1986-12-10,Zagueiro,Vitoria
3691,Pedro,Silva,72.0,1999-09-02,Zagueiro,Goias
3692,Ronaldo,Alves,23.0,1989-07-09,Zagueiro,Criciuma
3693,Rodrigo,Souza,26.0,1987-10-27,Meio-Campo,Criciuma
3694,Bruno,Paulista,71.0,1995-08-21,Meio-Campo,Bahia
3695,Carlos,Oliveira,22.0,1996-01-30,Zagueiro,Criciuma
3696,Matheus,Biteco,37.0,1998-03-15,Meio-Campo,Gremio
3697,Joel,Tagueu,55.0,1993-04-05,Atacante,Coritiba
3698,Jose,Melo,11.0,1996-07-04,Atacante,Botafogo-Rj
3699,Negueba,,92.0,1999-12-03,Meio-Campo,Flamengo
3700,Henrique,Mattos,48.0,1994-05-04,Zagueiro,Sport
3701,Elierce,Souza,12.0,1991-11-16,Meio-Campo,Santos
3702,Alan,Silva,90.0,1991-04-07,Meio-Campo,Santos
3703,Joilson,Cardoso,87.0,1991-07-28,Zagueiro,Criciuma
3704,Edno,,66.0,1991-06-29,Atacante,Vitoria
3705,Gatito,Fernandez,51.0,1988-03-22,Goleiro,Vitoria
3706,Sergio,Junior,92.0,1996-10-06,Meio-Campo,Criciuma
3707,Tiago,Martins,51.0,1999-07-27,Atacante,Chapecoense
3708,Everaldo,Stum,13.0,1991-10-21,Atacante,Figueirense
3709,Bruno,Teixeira,37.0,2002-02-19,,Palmeiras
3710,Dankler,,77.0,1994-10-11,Zagueiro,Botafogo-Rj
3711,Edson,Lisboa,36.0,1990-10-09,,Goias
3712,Giuliano,Paula,8.0,2000-03-03,,Gremio
3713,Juan,Junior,22.0,1993-08-20,Zagueiro,Vitoria
3714,Moises,Dallazen,20.0,1993-04-05,Zagueiro,Goias
3715,Kadu,,68.0,1986-07-20,Zagueiro,Vitoria
3716,Claudinei,Souza,51.0,1995-03-02,Meio-Campo,Atletico-Mg
3717,Gualberto,,83.0,1995-02-04,Zagueiro,Criciuma
3718,Augusto,,7.0,1997-04-16,,Sport
3719,Silvinho,,7.0,1990-07-01,Atacante,Criciuma
3720,Andre,Souza,4.0,1994-12-29,Atacante,Atletico-Mg
3721,Sidney,Pages,22.0,1990-12-09,Meio-Campo,Botafogo-Rj
3722,Willie,Barbosa,46.0,1999-05-23,Atacante,Vitoria
3723,Marcos,Lima,10.0,1995-10-09,,Bahia
3724,Cicero,Junior,2.0,1993-05-28,,Sport
3725,Biro-Biro,,29.0,1999-08-24,,Fluminense
3726,Rafael,Pereira,58.0,1984-11-18,Atacante,Bahia
3727,Sergio,Escudero,41.0,1992-10-12,Zagueiro,Criciuma
3728,Rhayner,,48.0,1996-02-21,Atacante,Bahia
3729,Ednei,Souza,52.0,1995-02-11,Zagueiro,Vitoria
3730,Bruno,Mineiro,68.0,1999-08-31,Atacante,Goias
3731,Renato,Baruffi,27.0,1998-06-30,Meio-Campo,Athletico-Pr
3732,Rafael,Costa,39.0,1991-01-19,Meio-Campo,Criciuma
3733,Jose,Bona,31.0,1999-11-02,,Sport
3734,William,Mendieta,8.0,1995-02-07,Meio-Campo,Palmeiras
3735,Fernando,Tobio,69.0,1996-03-02,Zagueiro,Palmeiras
3736,Caio,Correa,63.0,1998-06-20,Atacante,Vitoria
3737,Nicolas,Lodeiro,54.0,1994-01-25,Meio-Campo,Corinthians
3738,Vitor,Junior,22.0,1992-08-20,,Figueirense
3739,Luiz,Filho,28.0,1995-06-29,Goleiro,Criciuma
3740,Dao,,91.0,1997-11-24,Zagueiro,Vitoria
3741,Julio,Baptista,19.0,2000-03-28,,Cruzeiro
3742,Marcos,Assuncao,30.0,1999-01-16,Meio-Campo,Figueirense
3743,Lucas,Lima,94.0,1990-07-09,Zagueiro,Goias
3744,Wilson,Junior,35.0,1991-04-25,Goleiro,Vitoria
3745,Adriano,Pagode,39.0,1999-01-22,Meio-Campo,Vitoria
3746,Walter,Silva,18.0,1991-01-31,,Fluminense
3747,Joao,Afonso,10.0,1999-05-22,Meio-Campo,Internacional
3748,Henrique,Almeida,58.0,1991-05-27,Atacante,Bahia
3749,Werley,Silva,77.0,1990-11-23,Zagueiro,Gremio
3750,Lincoln,Soares,21.0,1999-01-18,Meio-Campo,Bahia
3751,Bergson,Silva,27.0,1995-01-23,,Chapecoense
3752,Ailton,,8.0,1997-06-22,,Sport
3753,Assuerio,Sousa,38.0,1999-04-08,Atacante,Goias
3754,Kenedy,,30.0,2001-06-11,,Fluminense
3755,Danilo,Tarracha,49.0,1998-05-16,Zagueiro,Vitoria
3756,Joseilson,Santos,24.0,1999-12-16,Meio-Campo,Vitoria
3757,Lucas,Afonso,80.0,1991-05-15,Zagueiro,Sao Paulo
3758,Mansur,,41.0,1991-10-18,Zagueiro,Vitoria
3759,Jose,Junior,41.0,1990-08-31,Atacante,Chapecoense
3760,Paulo,Baier,76.0,1991-02-27,Meio-Campo,Criciuma
3761,Ricardo,Bueno,24.0,1987-08-15,Atacante,Figueirense
3762,Mosquito,,52.0,1996-01-06,,Athletico-Pr
3763,Nathan,Souza,24.0,1997-11-17,,Athletico-Pr
3764,Maikon,Aquino,76.0,1993-05-14,,Botafogo-Rj
3765,Douglas,Pires,14.0,1990-12-04,,Bahia
3766,Lucas,Coelho,59.0,1994-07-20,,Gremio
3767,Washington,,52.0,1988-08-24,,Palmeiras
3768,Luis,Aguiar,1.0,1996-10-31,,Vitoria
3769,Rafinha,,81.0,1985-09-07,,Fluminense
3770,Matheus,Salustiano,35.0,1993-04-19,,Vitoria
3771,Gabriel,Oliveira,60.0,1999-01-17,,Palmeiras
3772,Jose,Vivian,49.0,1999-02-09,,Coritiba
3773,Leo,Lisboa,31.0,1992-10-27,,Figueirense
3774,Michael,Morais,61.0,1992-11-13,,Fluminense
3775,Rodrigo,Silva,3.0,1990-08-30,,Criciuma
3776,Gladestony,,47.0,2000-05-19,,Internacional
3777,Stefano,Yuri,65.0,1995-03-04,,Santos
3778,Tevis,Gabriel,50.0,1995-07-14,,Cruzeiro
3779,Ruan,Netto,14.0,1990-11-28,,Gremio
3780,Michael,,70.0,1994-02-17,,Flamengo
3781,Philippe,Coutinho,2.0,2000-04-30,,Vasco
3782,Fausto,Vera,83.0,2000-03-26,,Sao Paulo
3783,Wagner,Leonardo,16.0,1999-07-23,,Botafogo-Rj
3784,Joao,Lucas,25.0,1998-03-09,,Gremio
3785,Guilherme,Gomes,29.0,1997-11-19,,Flamengo
3786,Lucas,Arcanjo,98.0,1998-08-08,,Fluminense
3787,Alexander,Aravena,10.0,1992-05-01,,Gremio
3788,Felipe,Teresa,32.0,1991-03-09,,Flamengo
3789,Felipe,Anderson,29.0,1990-10-15,,Palmeiras
3790,Tobias,Figueiredo,16.0,1990-12-01,,Palmeiras
3791,Raul,,61.0,1996-07-11,,Flamengo
3792,Diego,Goncalves,5.0,1994-09-22,,Juventude
3793,Yan,Souto,65.0,2001-10-05,,Juventude
3794,Martin,Braithwaite,74.0,1995-10-12,,Cuiaba
3795,Luighi,,95.0,1994-10-26,,Palmeiras
3796,Ronie,Carrillo,3.0,1992-09-01,,Juventude
3797,Carlos,Filho,94.0,1998-07-22,,Botafogo-Rj
3798,Alix,Vinicius,61.0,1991-04-24,,Fortaleza
3799,Wesley,Franca,89.0,1990-08-19,,Fortaleza
3800,Alix,Vinicius,90.0,1992-10-29,,Palmeiras
3801,Lyncon,,85.0,2005-05-07,,Vasco
3802,Kaue,Pessanha,32.0,1995-03-24,,Botafogo-Rj
3803,Jean,Souza,8.0,1992-05-24,,Vitoria
3804,Alan,Franco,56.0,1997-12-09,,Vasco
3805,Gustavo,Martins,9.0,2002-08-11,,Internacional
3806,Erick,Castillo,58.0,1993-10-05,,Vitoria
3807,Caca,,67.0,1991-03-28,,Sao Paulo
3808,Gonzalo,Mastriani,43.0,1993-04-28,,Athletico-Pr
3809,Caca,,14.0,1996-03-14,,Atletico-Go
3810,Igor,Vinicius,92.0,1997-04-01,,Fluminense
3811,Lazaro,Vinicius,92.0,1994-01-11,,Palmeiras
3812,Gustavo,Gomez,59.0,1993-05-06,,Athletico-Pr
3813,Lorran,Souza,28.0,1997-12-29,,Flamengo
3814,Renato,Augusto,83.0,1988-02-08,,Fluminense
3815,Lucas,Borges,76.0,1992-05-03,,Vitoria
3816,Mateus,Vital,20.0,1998-02-12,,Cruzeiro
3817,Jacob,Montes,75.0,1998-10-20,,Botafogo-Rj
3818,Renato,Kayzer,25.0,1994-08-17,,Criciuma
3819,Eder,,9.0,1986-11-15,,Palmeiras
3820,Willian,Siqueira,38.0,1997-04-23,,Athletico-Pr
3821,Edu,,61.0,1993-03-05,,Coritiba
3822,Emanuel,Britez,41.0,1992-03-26,,Botafogo-Rj
3823,Jese,Rodriguez,19.0,1998-04-22,,Coritiba
3824,Talisson,Almeida,47.0,2002-05-21,,Bragantino
3825,Mauricio,Garcez,47.0,1996-03-25,,Coritiba
3826,Jean,Oliveira,72.0,1992-02-01,,Corinthians
3827,Kanu,,75.0,1997-03-07,,Cruzeiro
3828,Matheus,Bianqui,38.0,1998-01-31,,Santos
3829,Maximiliano,Silvera,36.0,1990-09-03,,Santos
3830,Kevyson,,17.0,2004-03-29,,Internacional
3831,Jemerson,Nascimento,52.0,1993-05-21,,Cruzeiro
3832,Leo,Ortiz,1.0,1996-01-03,,Santos
3833,James,Rodriguez,28.0,1995-01-14,,Sao Paulo
3834,Joao,Santos,2.0,1996-12-04,,Bragantino
3835,Rikelme,,61.0,2003-07-16,,Gremio
3836,Marlon,Freitas,43.0,1995-03-27,,Flamengo
3837,Joao,Neto,98.0,1988-09-15,,Fluminense
3838,Joao,Basso,47.0,1998-06-13,,Fortaleza
3839,Murillo,,90.0,2002-07-04,,Coritiba
3840,Nicolas,Hernandez,46.0,1998-01-18,,Botafogo-Rj
3841,Bruno,Goncalves,47.0,2000-07-01,,Bragantino
3842,Tobias,Figueiredo,13.0,1997-05-03,,Goias
3843,Alan,Empereur,43.0,1994-03-10,,Bahia
3844,Carlos,Alberto,77.0,1995-04-10,,Botafogo-Rj
3845,Rafinha,,75.0,1985-09-07,,Cruzeiro
3846,Matheus,Cavichioli,24.0,1986-07-27,,Gremio
3847,Arthur,Sales,82.0,1994-08-25,,Bahia
3848,Marlon,,97.0,1994-02-13,,Cuiaba
3849,Sidimar,Sigolini,4.0,1999-02-17,,Palmeiras
3850,Victor,Luis,35.0,1993-06-23,,Bahia
3851,Alan,Carvalho,76.0,1996-08-12,,Fluminense
3852,Joaquin,Piquerez,55.0,1998-08-24,,Corinthians
3853,Matheus,Araujo,52.0,2002-05-22,,Corinthians
3854,Vitor,Mendes,55.0,1999-02-13,,Ceara
3855,Adryelson,,74.0,1998-03-23,,Athletico-Pr
3856,Wellington,Nascimento,73.0,1992-05-16,,Flamengo
3857,Felipe,Silva,42.0,1994-03-06,,Avai
3858,Werton,,20.0,2003-09-16,,Flamengo
3859,Nicolas,Johann,72.0,1996-05-26,,Goias
3860,Natanael,,13.0,1990-12-25,,Avai
3861,Romulo,Otero,78.0,1992-11-09,,Fortaleza
3862,Luan,Vieira,39.0,2000-05-12,,Santos
3863,Nicolas,Hernandez,62.0,1998-01-18,,Santos
3864,Miguel,Merentiel,1.0,1996-02-24,,Palmeiras
3865,Paulo,Miranda,48.0,1988-08-16,,Fortaleza
3866,Sidcley,,49.0,1993-05-13,,Cuiaba
3867,Rodrigo,Marinho,79.0,1998-12-26,,Cuiaba
3868,Nahuel,Bustos,94.0,1998-07-04,,Sao Paulo
3869,Eder,,29.0,1986-11-15,,Athletico-Pr
3870,Cleiton,Schwengber,11.0,1999-09-01,,Palmeiras
3871,Roni,,16.0,1999-04-15,,Palmeiras
3872,Bryan,Angulo,10.0,1995-11-30,,Santos
3873,Kelvin,,11.0,2000-03-07,,Atletico-Go
3874,Danilo,Cardoso,58.0,1997-03-27,,Goias
3875,Rodinei,Almeida,33.0,1996-10-12,,Corinthians
3876,Habraao,,87.0,2001-06-26,,Fortaleza
3877,Jose,Hugo,43.0,1999-10-17,,Coritiba
3878,Matheus,Jussa,85.0,1990-12-04,,Atletico-Mg
3879,Luan,Teixeira,50.0,1991-06-17,,Atletico-Go
3880,Savio,Oliveira,84.0,1997-09-29,,Atletico-Mg
3881,Gustavo,Mantuan,36.0,1996-10-26,,Corinthians
3882,Leo,Baptistao,88.0,1999-01-13,,Athletico-Pr
3883,Luccas,Claro,44.0,1996-08-16,,Juventude
3884,Marlon,Freitas,1.0,1995-03-27,,Atletico-Mg
3885,Matheus,Jussa,59.0,1999-02-25,,Corinthians
3886,Leandro,Montero,69.0,1995-04-16,,Botafogo-Rj
3887,Paulo,Ribeiro,17.0,1999-06-18,,Fluminense
3888,Henrique,Buss,40.0,1991-09-06,,Santos
3889,Jorge,Moraes,87.0,1992-03-10,,Ceara
3890,Thalisson,Kelven,47.0,1998-05-07,,Bragantino
3891,Renan,Silva,11.0,1991-03-07,,Juventude
3892,Paulinho,,46.0,1988-07-25,,Corinthians
3893,Pedro,Neves,24.0,1992-11-30,,Athletico-Pr
3894,Giovani,Henrique,26.0,1999-03-18,,Palmeiras
3895,Rick,,18.0,1998-12-26,,Ceara
3896,Luiz,Felipe,58.0,1993-09-09,,Internacional
3897,Laercio,Solda,60.0,1996-05-26,,Gremio
3898,Yony,Gonzalez,15.0,1995-11-08,,Ceara
3899,Bruno,Cortes,56.0,1996-11-17,,Chapecoense
3900,Paulo,Victor,3.0,2001-04-13,,Juventude
3901,Francisco,Neto,91.0,1997-11-10,,Bragantino
3902,Fabricio,Bruno,25.0,1996-02-12,,Ceara
3903,Nathan,Silva,76.0,1997-05-06,,Cuiaba
3904,Gustavo,Maia,44.0,2001-01-22,,Internacional
3905,Ivaldo,,23.0,1992-04-02,,Fluminense
3906,Felipe,,38.0,1984-02-22,,Atletico-Go
3907,Brian,Montenegro,16.0,1996-11-16,,Atletico-Go
3908,Matheus,Teixeira,90.0,1999-03-08,,Atletico-Go
3909,Juan,Fletcher,71.0,2000-04-21,,Cuiaba
3910,Pedro,Perotti,59.0,1991-12-13,,Chapecoense
3911,Gabriel,Pirani,48.0,2002-04-12,,Santos
3912,Lucca,Brito,74.0,1999-04-23,,Juventude
3913,Nathan,Silva,63.0,1997-05-06,,Bragantino
3914,Rodolfo,,85.0,1992-05-21,,America-Mg
3915,Ronaldo,,12.0,1991-04-10,,Flamengo
3916,Cristian,Tarouco,46.0,1999-03-02,,Palmeiras
3917,Manoel,Carvalho,8.0,1996-02-26,,Palmeiras
3918,Guilherme,Guedes,15.0,1999-05-18,,Gremio
3919,Vitinho,,29.0,1999-04-01,,Corinthians
3920,Welington,,33.0,2001-02-19,,Flamengo
3921,Arthur,Gomes,38.0,1998-03-23,,Atletico-Go
3922,Ivaldo,,29.0,1999-11-18,,Santos
3923,Joao,Costa,4.0,2005-03-01,,America-Mg
3924,Gabriel,Oliveira,40.0,1999-01-17,,Sao Paulo
3925,Juan,Cazares,66.0,1992-10-02,,Fluminense
3926,Iago,Maidana,26.0,1996-01-27,,Corinthians
3927,Rodrigo,Muniz,41.0,1997-04-13,,Flamengo
3928,Chrigor,,12.0,2000-11-13,,Bragantino
3929,Ze,Gabriel,49.0,1999-01-21,,Fortaleza
3930,Ricardinho,Viana,38.0,1995-10-01,,Gremio
3931,German,Cano,2.0,1988-02-02,,Vasco
3932,Rafael,Marques,22.0,1983-05-27,,Atletico-Mg
3933,Guilherme,Biro,30.0,2004-04-20,,Atletico-Go
3934,Felipe,Vizeu,37.0,1996-03-30,,Ceara
3935,Samuel,Silva,89.0,1991-06-08,,Fluminense
3936,Gabriel,Novaes,33.0,1999-04-05,,Bahia
3937,Nathan,Silva,48.0,1997-05-06,,Fortaleza
3938,Pepe,,46.0,1998-01-06,,Flamengo
3939,Luan,Teixeira,69.0,1994-03-09,,Flamengo
3940,Luiz,Henrique,76.0,1999-03-18,,Coritiba
3941,Carlos,Pereira,82.0,1995-03-19,,Internacional
3942,Patric,Lalau,64.0,1993-10-17,,Fluminense
3943,Dudu,,14.0,1992-01-07,,Gremio
3944,Damian,Musto,52.0,1998-10-24,,Atletico-Mg
3945,Marcos,Nascimento,8.0,1991-10-18,,Fluminense
3946,Joao,Candido,83.0,1997-02-23,,Goias
3947,Mattheus,Oliveira,71.0,1999-08-26,,Coritiba
3948,Gustavo,Vernes,30.0,1998-09-27,,Atletico-Mg
3949,Thiago,Heleno,44.0,1988-09-19,,Gremio
3950,Fessin,(Futebolista),72.0,1999-12-13,,Bahia
3951,Hudson,,6.0,1986-07-18,,Ceara
3952,Carlos,Silva,64.0,1991-05-28,,Ceara
3953,Adryelson,,4.0,1998-03-23,,Internacional
3954,Matheus,Bossa,44.0,1994-04-12,,Atletico-Go
3955,Kevin,Silva,3.0,1992-08-07,,Fluminense
3956,Jefferson,,87.0,1997-01-03,,Santos
3957,Isaque,Elias,97.0,1991-10-04,,Gremio
3958,Ignacio,Jara,78.0,2000-02-14,,Goias
3959,Ravanelli,Santos,93.0,1999-11-30,,Athletico-Pr
3960,Fabinho,,59.0,2002-04-09,,Athletico-Pr
3961,Sabino,,1.0,1996-10-25,,Goias
3962,Elton,Brandao,75.0,1996-12-05,,Goias
3963,Fabio,Sanches,10.0,1991-01-06,,Corinthians
3964,Salomon,Kalou,65.0,1991-07-30,,Botafogo-Rj
3965,Ramires,,14.0,1987-02-14,,Santos
3966,Felipe,Aguilar,30.0,1993-01-31,,Fluminense
3967,Ernando,Lopes,78.0,1992-12-14,,Bahia
3968,Filipe,Luis,49.0,1985-08-09,,Atletico-Mg
3969,Vinicius,,54.0,1993-08-03,,Chapecoense
3970,Janderson,,21.0,1999-02-26,,Corinthians
3971,Ricardo,Thalheimer,44.0,1992-12-29,,Botafogo-Rj
3972,Carlos,Souza,97.0,1994-04-30,,Vasco
3973,Oswaldo,Bocanegra,68.0,1999-03-31,,Goias
3974,Rafinha,,20.0,1985-09-07,,Csa
3975,Danilo,Barcelos,84.0,1991-08-17,,Flamengo
3976,Mayke,,22.0,1992-11-10,,Vasco
3977,Jose,Martins,94.0,2000-01-14,,Atletico-Mg
3978,Willian,Arao,24.0,1992-08-25,,Bahia
3979,Ronaldo,Alves,70.0,1989-07-09,,Gremio
3980,Luciano,Castan,98.0,1989-09-13,,Botafogo-Rj
3981,Tailson,Goncalves,82.0,1990-09-02,,Santos
3982,Marcelo,Malaquias,30.0,1994-05-16,,Goias
3983,Lucas,Verissimo,27.0,1996-04-24,,Fluminense
3984,Felipe,Pires,62.0,1995-04-18,,Fortaleza
3985,Joao,Cardoso,79.0,2001-01-07,,Corinthians
3986,Gum,,22.0,1986-01-04,,Santos
3987,Mauricio,,70.0,1988-09-20,,Cruzeiro
3988,Renato,Kayzer,91.0,1997-04-25,,Chapecoense
3989,Natanael,Pimenta,86.0,1998-06-30,,Fluminense
3990,Manoel,Carvalho,38.0,1990-08-16,,Fortaleza
3991,Paulo,Junior,21.0,1991-02-05,,Atletico-Mg
3992,Paulo,Miranda,12.0,1988-08-16,,Internacional
3993,Alerrandro,Souza,92.0,1998-09-07,,Atletico-Mg
3994,Rafael,Vaz,96.0,1988-09-17,,Athletico-Pr
3995,Francinilson,Meirelles,87.0,1992-06-19,,Csa
3996,Felipe,Vizeu,64.0,2000-05-25,,Gremio
3997,Michel,Santos,61.0,1999-08-22,,Ceara
3998,Michel,Santos,58.0,1994-10-21,,Avai
3999,Ricardo,Bueno,3.0,1987-08-15,,Ceara
4000,Werley,Silva,75.0,1999-11-01,,Athletico-Pr
4001,Matheus,Savio,13.0,1991-09-18,,Csa
4002,Jose,Melo,76.0,1995-07-20,,Bahia
4003,Feliciano,Brizuela,54.0,1996-05-17,,Avai
4004,Wanderson,Santos,39.0,1997-02-20,,Santos
4005,Ramon,Roma,12.0,1997-11-28,,Athletico-Pr
